epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3825.97,0.85337,0.47645,0.99446,0.94237,0.86306,0.92665,0.7391,0.80517,0.4385,0.99935,0.0001685,0.0001685,0.0001685
187,3865.85,0.84335,0.47218,0.99562,0.94586,0.86105,0.92512,0.73888,0.79762,0.43861,0.99607,0.0001586,0.0001586,0.0001586
188,3881.79,0.80698,0.46502,1.00081,0.94142,0.86391,0.92492,0.73847,0.79366,0.43565,0.99341,0.0001487,0.0001487,0.0001487
189,3891.59,0.81751,0.45988,0.99816,0.94366,0.86169,0.92694,0.74663,0.75859,0.42717,0.9873,0.0001388,0.0001388,0.0001388
190,3905.63,0.82576,0.46398,0.9865,0.94574,0.85946,0.92713,0.74621,0.77282,0.42958,0.9898,0.0001289,0.0001289,0.0001289
191,3943.4,0.69545,0.40842,0.9367,0.9396,0.8601,0.92414,0.74213,0.77661,0.43071,0.99464,0.000119,0.000119,0.000119
192,3952.48,0.7009,0.3928,0.93029,0.93071,0.86423,0.92545,0.73124,0.81834,0.44082,1.00663,0.0001091,0.0001091,0.0001091
193,3961.42,0.67771,0.38992,0.93386,0.94235,0.85753,0.92483,0.73097,0.82526,0.44166,1.00913,9.92e-05,9.92e-05,9.92e-05
194,3970.5,0.68113,0.38274,0.93706,0.93268,0.8655,0.92587,0.72696,0.8317,0.44246,1.00978,8.93e-05,8.93e-05,8.93e-05
195,3979.33,0.69622,0.38755,0.92912,0.93417,0.86296,0.92656,0.72325,0.85158,0.44454,1.01454,7.94e-05,7.94e-05,7.94e-05
196,3988.14,0.67272,0.37408,0.91788,0.93859,0.86016,0.92597,0.72853,0.83245,0.44096,1.01129,6.95e-05,6.95e-05,6.95e-05
197,3996.88,0.67519,0.38074,0.93262,0.93448,0.86264,0.92594,0.73608,0.80989,0.4359,1.00617,5.96e-05,5.96e-05,5.96e-05
198,4005.73,0.67561,0.37846,0.93259,0.93372,0.86445,0.92639,0.73919,0.79851,0.43395,1.00196,4.97e-05,4.97e-05,4.97e-05
199,4014.87,0.65921,0.37509,0.93182,0.93965,0.86073,0.92578,0.73674,0.80775,0.4359,1.00298,3.98e-05,3.98e-05,3.98e-05
200,4024.11,0.66811,0.37352,0.92897,0.93789,0.8594,0.92558,0.73955,0.80051,0.43395,1.00123,2.99e-05,2.99e-05,2.99e-05
